genbank_accession,domain,phylum,class,order,family,genus,species,temperature_optimum,temperature_min,temperature_max,reported_temperature_optimum,reported_temperature_min,reported_temperature_max,partition_temperature,extracellular_soluble_aa_A,extracellular_soluble_aa_C,extracellular_soluble_aa_D,extracellular_soluble_aa_E,extracellular_soluble_aa_F,extracellular_soluble_aa_G,extracellular_soluble_aa_H,extracellular_soluble_aa_I,extracellular_soluble_aa_K,extracellular_soluble_aa_L,extracellular_soluble_aa_M,extracellular_soluble_aa_N,extracellular_soluble_aa_P,extracellular_soluble_aa_Q,extracellular_soluble_aa_R,extracellular_soluble_aa_S,extracellular_soluble_aa_T,extracellular_soluble_aa_V,extracellular_soluble_aa_W,extracellular_soluble_aa_Y,intracellular_soluble_aa_A,intracellular_soluble_aa_C,intracellular_soluble_aa_D,intracellular_soluble_aa_E,intracellular_soluble_aa_F,intracellular_soluble_aa_G,intracellular_soluble_aa_H,intracellular_soluble_aa_I,intracellular_soluble_aa_K,intracellular_soluble_aa_L,intracellular_soluble_aa_M,intracellular_soluble_aa_N,intracellular_soluble_aa_P,intracellular_soluble_aa_Q,intracellular_soluble_aa_R,intracellular_soluble_aa_S,intracellular_soluble_aa_T,intracellular_soluble_aa_V,intracellular_soluble_aa_W,intracellular_soluble_aa_Y,membrane_aa_A,membrane_aa_C,membrane_aa_D,membrane_aa_E,membrane_aa_F,membrane_aa_G,membrane_aa_H,membrane_aa_I,membrane_aa_K,membrane_aa_L,membrane_aa_M,membrane_aa_N,membrane_aa_P,membrane_aa_Q,membrane_aa_R,membrane_aa_S,membrane_aa_T,membrane_aa_V,membrane_aa_W,membrane_aa_Y,diff_extra_intra_aa_A,diff_extra_intra_aa_C,diff_extra_intra_aa_D,diff_extra_intra_aa_E,diff_extra_intra_aa_F,diff_extra_intra_aa_G,diff_extra_intra_aa_H,diff_extra_intra_aa_I,diff_extra_intra_aa_K,diff_extra_intra_aa_L,diff_extra_intra_aa_M,diff_extra_intra_aa_N,diff_extra_intra_aa_P,diff_extra_intra_aa_Q,diff_extra_intra_aa_R,diff_extra_intra_aa_S,diff_extra_intra_aa_T,diff_extra_intra_aa_V,diff_extra_intra_aa_W,diff_extra_intra_aa_Y,genome_id_x,label_x,p0.03_seed0,p0.03_seed1,p0.03_seed2,p0.03_seed4,p0.03_seed5,p0.05_seed0,p0.05_seed1,p0.05_seed2,p0.05_seed4,p0.05_seed5,p0.1_seed0,p0.1_seed1,p0.1_seed2,p0.1_seed4,p0.1_seed5,p0.2_seed0,p0.2_seed1,p0.2_seed2,p0.2_seed4,p0.2_seed5,p0.4_seed0,p0.4_seed1,p0.4_seed2,p0.4_seed4,p0.4_seed5,p0.7_seed0,p0.7_seed1,p0.7_seed2,p0.7_seed4,p0.7_seed5,p0.95_seed0,p0.95_seed1,p0.95_seed2,p0.95_seed4,p0.95_seed5,genome_id_y,label_y,cv_0,cv_1,cv_2,cv_3,cv_4,test
GCA_001293565,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,Ahrensia marina,24.1627564178533,5.79422965970588,32.6800799371771,28.0,10.0,37.0,train,0.108199694539901,0.0056160112002036,0.0679171439480717,0.0689830724194985,0.0391211658393789,0.0873424971363115,0.0141593483517882,0.0550941835306096,0.0485554282805141,0.074074074074074,0.021143566246659,0.0445144457171948,0.0452780959653811,0.0363211149293623,0.0443871706758304,0.0641148020873106,0.0591351660939289,0.0721490390734377,0.0136502481863306,0.0302437317042128,0.104817550605931,0.0095941216191836,0.0644539404842293,0.0671923566616322,0.037180604023732,0.0780055567296738,0.0217423801153614,0.0605918071742637,0.0508172722539806,0.0897169573039036,0.0276586477249882,0.036837818751643,0.0440466187970041,0.0340929592420579,0.0586420548559528,0.0594423167129727,0.0531819751648204,0.0674410692838622,0.0107887154057495,0.0237552770890571,0.116861541382529,0.0061389491005173,0.0277676692562061,0.0274274955302754,0.0671487112953499,0.0882078382355267,0.0113285761751815,0.0877727323070107,0.025386453174691,0.134352799708875,0.0345711437748208,0.0249355252124108,0.0424821606569308,0.0231001692957612,0.0388193598405139,0.0594433808521747,0.053494296156828,0.0842048636931791,0.0200386057623846,0.0265177285888328,0.0033821439339697,-0.00397811,0.0034632034638424,0.0017907157578662,0.0019405618156468,0.0093369404066376,-0.007583032,-0.005497624,-0.002261844,-0.015642883,-0.006515081,0.0076766269655518,0.001231477168377,0.0022281556873044,-0.014254884,0.0046724853743379,0.0059531909291085,0.0047079697895754,0.0028615327805811,0.0064884546151556,GCA_001293565.1,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,train,train,-,train,-,train,train,-,train,-,train,train,train,train,-,train,train,train,train,train,train,train,GCA_001293565.1,28.0,valid,train,train,train,train,-
GCA_001293685,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosarcinaceae,Desulfatitalea,Desulfatitalea tepidiphila,37.9209110067052,20.7304271173263,45.5831104368315,38.0,13.0,45.0,test,0.105803075648917,0.0082443955051103,0.0643552242739096,0.0619082575714796,0.03580100513863,0.082180435560073,0.017900502569315,0.0548496997760084,0.0481864212170835,0.0831215765994692,0.0208745082538069,0.0346904587121426,0.0515368833173339,0.0419184218947051,0.0549249910591601,0.0545673574641895,0.0607224198618404,0.0748583582735708,0.0119336683795433,0.0316223389237111,0.095191963058464,0.0133526810103941,0.0595316887807831,0.0642948363276995,0.0379263187564593,0.0752123546749346,0.0238331367247444,0.0618290514418543,0.0481367421434859,0.0966486065148778,0.0267853973755363,0.0322410247309246,0.047753268400302,0.038588176342245,0.0679903818382381,0.052608282615277,0.0504883896538644,0.0684782495223977,0.0111618001691181,0.0279476499183987,0.109588941114647,0.0089919131170992,0.0272457886900417,0.0282967915219104,0.064067380959332,0.0900140133710915,0.0153125273698654,0.0811169824540916,0.0269465448281902,0.136790938020027,0.0367194114384141,0.0220345663153592,0.0434633462762385,0.0240708843021049,0.0444924532157767,0.0546886404110588,0.0511561031150556,0.0862698157825592,0.0199471579131754,0.0287857997839605,0.0106111125904526,-0.005108286,0.0048235354931265,-0.002386579,-0.002125314,0.0069680808851383,-0.005932634,-0.006979352,4.96790735976041e-05,-0.01352703,-0.005910889,0.0024494339812179,0.0037836149170318,0.00333024555246,-0.013065391,0.0019590748489125,0.010234030207976,0.0063801087511731,0.0007718682104251,0.0036746890053123,GCA_001293685.1,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCA_001293685.1,38.0,-,-,-,-,-,test
GCA_001294535,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cypionkella,Cypionkella psychrotolerans,21.9446828479654,3.58655774434342,30.9329450189574,17.5,0.0,37.0,train,0.137331937172775,0.0061738219895287,0.0650052356020942,0.0536628272251308,0.0334073298429319,0.0905884816753926,0.0143916230366492,0.0469361256544502,0.0411476439790575,0.0883267015706806,0.0235727748691099,0.032075392670157,0.0537968586387434,0.0358952879581151,0.0460649214659685,0.0546596858638743,0.0623329842931937,0.0749151832460733,0.0139392670157068,0.0257759162303664,0.128171409270309,0.0096151186677629,0.0597558839380079,0.0551243335755552,0.0345111686073751,0.0857599522596618,0.0224386294432836,0.0508883843298374,0.034569838264518,0.100101330879265,0.0269084191796138,0.0268539402122668,0.0514700520735114,0.0344768049510485,0.0674625624727081,0.0511984953747356,0.0549684399151469,0.0705502627143433,0.0132677238938883,0.0219072499771607,0.137736220472441,0.0057874015748031,0.0259317585301837,0.0229461942257217,0.0558923884514435,0.0933792650918635,0.0131036745406824,0.069507874015748,0.0194356955380577,0.14490157480315,0.0351049868766404,0.019520997375328,0.0464566929133858,0.0239238845144356,0.044757217847769,0.0528346456692913,0.0533136482939632,0.0884120734908136,0.0232480314960629,0.0238057742782152,0.0091605279024661,-0.003441297,0.0052493516640862,-0.001461506,-0.001103839,0.0048285294157308,-0.008047006,-0.003952259,0.0065778057145395,-0.011774629,-0.003335644,0.0052214524578902,0.002326806565232,0.0014184830070666,-0.021397641,0.0034611904891386,0.0073645443780468,0.0043649205317299,0.0006715431218184,0.0038686662532057,GCA_001294535.1,17.5,-,-,train,-,-,-,-,train,-,-,train,-,train,-,-,train,train,train,-,-,train,train,train,-,-,train,train,train,-,-,train,train,train,train,train,GCA_001294535.1,17.5,train,train,train,train,valid,-
GCA_001295365,Bacteria,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Parageobacillus,Parageobacillus thermoglucosidasius,55.2912030546128,39.4614086733068,65.4922367045646,50.0,50.0,56.0,test,0.0842529711375212,0.0028862478777589,0.0590407470288624,0.0725806451612903,0.0363327674023769,0.072113752122241,0.014685908319185,0.0647707979626485,0.0889219015280135,0.0747877758913412,0.0169779286926994,0.0517402376910016,0.0432512733446519,0.0410016977928692,0.0311120543293718,0.056578947368421,0.0629032258064516,0.0771646859083191,0.0103140916808149,0.0385823429541595,0.0769323842209117,0.0090282528679742,0.0504842621857101,0.0817687867154415,0.0400334714785686,0.0661672330055917,0.0249532134315615,0.0728705750648792,0.0704947785624226,0.092379019263062,0.0264108058597703,0.0386708656787303,0.0396761408289844,0.0409426292072574,0.0523410246117138,0.0505498481910135,0.0500658687036021,0.0707356375129334,0.0099577648741709,0.0355374377356997,0.0930643695809884,0.0057333230030216,0.022707903392803,0.031279714319925,0.0744416349126971,0.0793015770159955,0.0152982525338611,0.0971636250942054,0.0424575811575114,0.13306380610944,0.0359706149587609,0.027110024863182,0.0364354789860329,0.0247504877550589,0.0321530952196482,0.0604604971227734,0.0514590391401424,0.0835064834445015,0.0188833402593377,0.0347591511301126,0.0073205869166094,-0.006142005,0.0085564848431523,-0.009188142,-0.003700704,0.0059465191166493,-0.010267305,-0.008099777,0.0184271229655909,-0.017591243,-0.009432877,0.0130693720122713,0.0035751325156674,5.90685856118392e-05,-0.02122897,0.0060290991774074,0.0128373571028494,0.0064290483953857,0.0003563268066439,0.0030449052184598,GCA_001295365.1,50.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCA_001295365.1,50.0,-,-,-,-,-,test
GCA_001305595,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum thiophilum,28.5871361233262,11.0780214802334,37.7926304755587,37.0,15.0,40.0,train,0.13773196208783,0.0053376980975379,0.0626171652952867,0.0524336113720383,0.0303329610920511,0.096106786213903,0.0147391421787,0.0399037279225308,0.0348764548654085,0.0908618124790866,0.0188956125250456,0.0277810253701919,0.0575455458038194,0.0357069426358714,0.0708857595536329,0.0545582087265719,0.0582026793309332,0.0760662293839474,0.0125218204614448,0.0228948546041677,0.131495362354723,0.009363050994628,0.0629835178917966,0.0577027803786252,0.0309898970878063,0.0898905203031745,0.0218494437673523,0.04308049608478,0.0263141835402096,0.103418414465245,0.0232530296240889,0.0225776810669344,0.0567449710652083,0.0292312011033405,0.0821176187512096,0.0495102560570687,0.0537256631870523,0.0742499824188521,0.0121568552237513,0.0193450746341522,0.141985134198513,0.005922420592242,0.0274372027437202,0.0252575225257522,0.0496689849668985,0.105026170502617,0.0137520613752061,0.0561411056141105,0.0138954613895461,0.150866375086637,0.0326952032695203,0.0173083817308381,0.0489711048971104,0.0198178819817882,0.0493869649386964,0.0512224851222485,0.0545876054587605,0.0951411295141129,0.0200473220047322,0.0208694820869482,0.006236599733107,-0.004025353,-0.000366353,-0.005269169,-0.000656936,0.0062162659107284,-0.007110302,-0.003176768,0.0085622713251988,-0.012556602,-0.004357417,0.0052033443032574,0.0008005747386111,0.0064757415325308,-0.011231859,0.0050479526695032,0.0044770161438808,0.0018162469650952,0.0003649652376934,0.0035497799700154,GCA_001305595.1,37.0,train,-,-,-,-,train,-,-,-,-,train,-,-,-,-,-,-,train,-,-,train,-,train,train,train,train,train,train,train,train,train,train,train,train,train,GCA_001305595.1,37.0,train,valid,train,train,train,-
GCA_001306115,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,Ornatilinea apprima,41.9499467636175,24.1778860233862,49.1379647190411,43.5,20.0,50.0,train,0.105766228775907,0.0060880424601935,0.0584428060231994,0.0679291049256706,0.0358798242032709,0.0796488868608756,0.010555008525661,0.0511899901534619,0.0297797737697831,0.0875981651816806,0.0205096183866087,0.0416916832776963,0.0598237229520401,0.0482360287230721,0.0378731477701193,0.0646149042964528,0.0709911381157088,0.072888397896203,0.0161987559739667,0.0342947717284276,0.09470506450311,0.0096019795635395,0.0530495429631639,0.0682781180913998,0.0374258868764124,0.0717062488008158,0.0207124500595929,0.0582801123995875,0.0395714222252887,0.1062919005568,0.0242237557076438,0.0354202366516038,0.0509852922134079,0.0466233337838642,0.0608443579509097,0.0588320915378006,0.0504777360537839,0.0697478570638679,0.0141038231171509,0.0291187898802564,0.108615846605889,0.004569063988448,0.023470333412358,0.0301874322004066,0.0625444513890385,0.0865104851397659,0.0105677564890047,0.0748651192195234,0.0253525578855866,0.153940099283749,0.0315452200837661,0.0267534501461956,0.0454607498724828,0.0293325287182913,0.0423356825218934,0.0597570349935702,0.0489450203668182,0.0826095389986853,0.0239732178136023,0.0286644108709239,0.0110611642727971,-0.003513937,0.0053932630600355,-0.000349013,-0.001546063,0.0079426380600597,-0.010157442,-0.007090122,-0.009791648,-0.018693735,-0.003714137,0.0062714466260925,0.0088384307386321,0.0016126949392078,-0.02297121,0.0057828127586522,0.0205134020619248,0.0031405408323351,0.0020949328568157,0.0051759818481712,GCA_001306115.1,43.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,train,-,-,-,train,train,-,-,train,train,train,-,train,train,GCA_001306115.1,43.5,train,train,train,train,valid,-
GCA_001306175,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,Ardenticatena,Ardenticatena maritima,62.441590678767,45.0311335027492,70.454305319601,62.5,30.0,75.0,train,0.112284247210938,0.0056709215763099,0.0584620460685047,0.0661538778792815,0.0377992699977316,0.078320582352092,0.0188274596333491,0.0444187820922607,0.0188274596333491,0.0907553667539644,0.0158167158146536,0.0333656404017074,0.0691852432309818,0.0399645309632318,0.0558431113768997,0.0474501474439609,0.0747736786752727,0.0784855546161301,0.0213020435939207,0.0322933206854597,0.111050245966789,0.0068607548710016,0.0549303452127773,0.0707704990225773,0.0346058623874889,0.071663336985242,0.0268482417133896,0.0504916650555304,0.024859831152929,0.105646226719082,0.0212857940753152,0.0262037872440978,0.0591260123305621,0.0368077484909024,0.0791041008786062,0.0387827329165861,0.0578277050976348,0.078926875899551,0.0165705355416639,0.027637698438272,0.120932597327135,0.0034137129575828,0.0241553913837469,0.0301008549846434,0.0593404997094712,0.0855503444841039,0.0158338175479372,0.0616232256993442,0.0128558977338756,0.159925707645057,0.0282020420021582,0.0198389640574416,0.0474599485349049,0.0247364489084419,0.0557503942890346,0.0450319581638582,0.0560305470241553,0.0921391217730555,0.0308375529177388,0.0262409728563127,0.0012340012441485,-0.001189833,0.0035317008557273,-0.004616621,0.0031934076102426,0.00665724536685,-0.008020782,-0.006072883,-0.006032372,-0.01489086,-0.005469078,0.0071618531576095,0.0100592309004196,0.0031567824723293,-0.02326099,0.0086674145273748,0.0169459735776378,-0.000441321,0.0047315080522567,0.0046556222471877,GCA_001306175.1,62.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,train,train,-,-,train,train,train,train,train,train,train,train,train,train,GCA_001306175.1,62.5,train,train,train,train,valid,-
GCA_001310955,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,Marinifilum fragile,32.0876749115214,13.4212613110306,39.9784480593399,33.8,20.0,37.4,test,0.0683888149134487,0.0053439857967154,0.0655126498002663,0.0656191744340878,0.0471016422547714,0.0766799822458943,0.0136173990235241,0.0592454505104305,0.0807811806480248,0.0726320461606746,0.022849533954727,0.066577896138482,0.03254327563249,0.0333067021748779,0.0328450954283177,0.0682112738570794,0.059866844207723,0.067554371948513,0.0127119396360408,0.0486107412339103,0.0604790772793915,0.0099754273257381,0.0584112409500064,0.0748503685901139,0.0478675009906955,0.0624715950669778,0.0184393484603777,0.0765090882947283,0.0828658020440425,0.0905243283169472,0.0240445885767448,0.0607392686056055,0.0326137844913987,0.0343948968264361,0.0379759511319606,0.0653379791179342,0.0488791659498566,0.0613281226596688,0.0103417493244868,0.0419507159968879,0.0764539753961035,0.0070843904073524,0.0279737686084916,0.0344358814800631,0.0777846919726198,0.0759082858647264,0.0125700062227753,0.108486908237997,0.0524244890144081,0.129194389928677,0.0335072519266669,0.0387535302283279,0.0324350198650136,0.0231870183332535,0.0259537599923412,0.0671389593604901,0.0489588818151357,0.0741659087645397,0.0161313484275525,0.0374515341534632,0.0079097376340571,-0.004631442,0.0071014088502598,-0.009231194,-0.000765859,0.0142083871789164,-0.004821949,-0.017263638,-0.002084621,-0.017892282,-0.001195055,0.0058386275328764,-7.05e-05,-0.001088195,-0.005130856,0.0028732947391451,0.0109876782578663,0.0062262492888442,0.002370190311554,0.0066600252370223,GCA_001310955.1,33.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCA_001310955.1,33.8,-,-,-,-,-,test
GCA_001311565,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,Desulfothermus okinawensis,54.556233929615,45.627185445838,59.8037162410314,50.0,35.0,60.0,train,0.0663265306122449,0.0255102040816326,0.0579777365491651,0.0542671614100185,0.036178107606679,0.0644712430426716,0.0148423005565862,0.0774582560296846,0.0834879406307977,0.0807050092764378,0.0166975881261595,0.0547309833024118,0.0468460111317254,0.0310760667903525,0.0449907235621521,0.0630797773654916,0.0616883116883116,0.0649350649350649,0.0111317254174397,0.0435992578849721,0.052324774462179,0.0147385164796606,0.0553407823842681,0.0708356400439769,0.0458249187128164,0.0674016951399231,0.0184032624036054,0.0843031914478865,0.0923718703459676,0.0934744130558522,0.0273998237803023,0.0474592394482608,0.039272041107533,0.02823101934518,0.0479910174738204,0.0582086410030487,0.0442124305062807,0.0626390849051454,0.0110145108343924,0.0385531271198995,0.0665730049318757,0.0151029547350397,0.0269862873366407,0.0318303551828599,0.0769050650510017,0.0768318918206963,0.0148688003980623,0.114589278658296,0.053035957325372,0.128375115247838,0.0355036513441922,0.0334987048338235,0.0386647348933866,0.0181469611157454,0.0287863488021542,0.0665437356397535,0.0458357114633182,0.0730854224290585,0.0148541657520012,0.0399818530388842,0.0140017561500658,0.0107716876019719,0.002636954164897,-0.016568479,-0.009646811,-0.002930452,-0.003560962,-0.006844935,-0.00888393,-0.012769404,-0.010702236,0.007271743854151,0.0075739700241924,0.0028450474451724,-0.003000294,0.0048711363624429,0.0174758811820309,0.0022959800299194,0.0001172145830472,0.0050461307650725,GCA_001311565.1,50.0,-,-,-,-,-,train,-,-,-,-,train,-,-,-,-,train,train,-,-,-,train,train,train,-,-,train,train,train,train,train,train,train,train,train,train,GCA_001311565.1,50.0,train,train,train,train,valid,-
GCA_001311925,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Cellulosilyticaceae,Cellulosilyticum,Cellulosilyticum ruminicola,39.3244989175677,26.2122410945812,46.6477348316761,38.0,25.0,45.0,train,0.0784934465516731,0.0066570016864404,0.0668658836060238,0.0735524719666262,0.0330187283647445,0.075090979023048,0.0091718689902068,0.0679605905500162,0.0747655256072664,0.0651498565046303,0.0173082043847451,0.0639959762123139,0.029852954229415,0.0360661558034261,0.0204739785200745,0.0661262167519749,0.0862451551821059,0.0750022190005621,0.0104440959791709,0.043758691085535,0.0638363187884402,0.0135761910404032,0.0535303051519296,0.0825299712405346,0.0371255614558536,0.0631006365859175,0.0185353138228546,0.083264576309525,0.081215868331197,0.0882840185697821,0.0285709669427718,0.0536315557039606,0.0297558138282402,0.0360333480541582,0.0363651051820894,0.0564665711608268,0.0552504874029233,0.0663180344467303,0.0080386475511369,0.0445707084307241,0.0751339215377343,0.0133035292264061,0.0250512052938396,0.0323873483535528,0.0626378604064912,0.0770935087442886,0.0107235701906412,0.122420040964235,0.0525248148731684,0.12288285804317,0.0387092327083661,0.0388273987710729,0.0292854892074996,0.0240270994170474,0.0244997636678745,0.0630908303135339,0.056276587364109,0.0816330549866078,0.0113045533322829,0.0381873325980778,0.0146571277632329,-0.006919189,0.0133355784540941,-0.008977499,-0.004106833,0.0119903424371304,-0.009363445,-0.015303986,-0.006450343,-0.023134162,-0.011262763,0.0103644205083533,9.71404011747834e-05,3.28077492678588e-05,-0.015891127,0.0096596455911481,0.0309946677791826,0.0086841845538317,0.002405448428034,-0.000812017,GCA_001311925.1,38.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,train,-,-,train,-,train,-,-,-,-,train,train,train,train,train,GCA_001311925.1,38.0,train,valid,train,train,train,-
GCA_001312085,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Thermodesulfovibrio aggregans,59.1570159831488,44.4904717730045,68.8897277180388,60.0,45.0,70.0,train,0.0741989881956155,0.0063237774030354,0.0480607082630691,0.0767284991568296,0.0311973018549747,0.0834738617200674,0.0080101180438448,0.0695615514333895,0.121838111298482,0.0716694772344013,0.016441821247892,0.0328836424957841,0.0480607082630691,0.0345699831365935,0.0333052276559865,0.0543844856661045,0.0611298482293423,0.072512647554806,0.0109612141652613,0.0446880269814502,0.0587458596777273,0.0124481753833327,0.049885107982069,0.0834019536776739,0.0457001225925553,0.0618733045983502,0.0162799627910033,0.0913591756523381,0.0947022356200164,0.0921086946254356,0.0245431527848223,0.0431147955045289,0.0381761841886405,0.0283585123793839,0.0480944763531897,0.0569983510582591,0.0462504543317063,0.0629595937401818,0.0086430831719642,0.0363568038868205,0.0766210299534366,0.0103377580095906,0.0231253040517061,0.0353221210647022,0.082997428591285,0.0718951977204809,0.0130655361734658,0.116182500521231,0.054746681492807,0.128900549030509,0.0318646188060323,0.0312043922440753,0.0361213426923344,0.0181214816874,0.0293453332406699,0.0657620404475641,0.0487525192855653,0.0745882271179373,0.014611856279102,0.0364340815901035,0.0154531285178881,-0.006124398,-0.0018244,-0.006673455,-0.014502821,0.0216005571217172,-0.008269845,-0.021797624,0.0271358756784658,-0.020439217,-0.008101332,-0.010231153,0.0098845240744285,0.0062114707572096,-0.014789249,-0.002613865,0.014879393897636,0.0095530538146242,0.002318130993297,0.0083312230946296,GCA_001312085.1,60.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,train,train,train,-,-,train,train,train,train,-,GCA_001312085.1,60.0,train,train,valid,train,train,-
GCA_001313265,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus boritolerans,23.3616029428734,6.93762134438908,31.1043502552578,29.0,16.0,37.0,train,0.0795010148012474,0.0068808474827978,0.0566308598584228,0.0630661848423345,0.0447007573882481,0.0845997722885005,0.0135636849660907,0.0602445423493886,0.0561853373595366,0.0794515123013712,0.0192069699519825,0.0551952873620117,0.0464828473837928,0.0404930448987673,0.0432156823919607,0.071283599821791,0.062769169843077,0.0704915598237711,0.011583584971041,0.0344537399138656,0.0639774634183221,0.0081890692976876,0.0538177580768958,0.0702180848178846,0.0528842123947912,0.070499134662321,0.0189815476806813,0.0688292712591197,0.0690264992201277,0.0952405605876078,0.0249181093070231,0.0509012496034896,0.0416233176044034,0.0390503144964194,0.0457938671965524,0.0679187355057993,0.0516046959977516,0.0584854864874193,0.0128247481645472,0.035215874221155,0.0775723083157867,0.0082373774304668,0.0288264159919652,0.0354867981710379,0.0789202428044085,0.0796250451514003,0.0133119543288079,0.0948311557877487,0.0444113578898217,0.134952029390258,0.032588298519034,0.0338921828609689,0.0370109332464077,0.0260424467213475,0.0305796118301073,0.0682512972768199,0.0483670610623133,0.0751759803360145,0.0186508321072709,0.0332666707780136,0.0155235513829253,-0.001308222,0.0028131017815269,-0.0071519,-0.008183455,0.0141006376261794,-0.005417863,-0.008584729,-0.012841162,-0.015789048,-0.005711139,0.0042940377585221,0.0048595297793894,0.0014427304023478,-0.002578185,0.0033648643159916,0.0111644738453254,0.0120060733363517,-0.001241163,-0.000762134,GCA_001313265.1,29.0,train,-,-,-,-,train,-,-,-,-,train,-,-,-,-,train,-,-,-,-,train,-,-,-,-,train,-,train,train,train,train,train,train,train,train,GCA_001313265.1,29.0,valid,train,train,train,train,-
GCA_001313365,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Paenarthrobacter,Paenarthrobacter nitroguajacolicus,22.8196495615824,11.0404669220348,31.9804375937911,27.75,4.0,37.0,test,0.122361898921764,0.0092748735244519,0.0557258929940211,0.0458122540753232,0.0264959885533241,0.0941284684960907,0.0154581225407532,0.0361796719300935,0.0361796719300935,0.0810210026061628,0.0128519597322295,0.0321171240226889,0.0716439266186315,0.0367162348612601,0.0606060606060606,0.076345239920282,0.0728703561755838,0.0770095559302979,0.0176810261127293,0.0195206704481578,0.114155084247356,0.0112581780242491,0.0545165620566256,0.0553389332101714,0.0294948813625776,0.0896060592971135,0.0243546463139497,0.0388051196342358,0.0300913081183815,0.0899258703012702,0.0226251748577048,0.0262012433587299,0.0653353114543841,0.0332254559591173,0.0758417259493818,0.0695692768782458,0.060428496904894,0.0740565990716343,0.016173299353068,0.0189967736469087,0.130116247463606,0.0100760444256212,0.0251774685992781,0.0241660714172835,0.0497733838189093,0.0999513265106165,0.0131987332250295,0.0609113952856248,0.0199940580415557,0.129142777675936,0.0292925908835186,0.0201394463864675,0.053483947230352,0.023413844763175,0.0493941098756613,0.0660442359842475,0.0557785545870022,0.0989968204201091,0.0218272154339209,0.0191217279720854,0.008206814674408,-0.001983304,0.0012093309373955,-0.009526679,-0.002998893,0.0045224091989772,-0.008896524,-0.002625448,0.0060883638117119,-0.008904868,-0.009773215,0.005915880663959,0.0063086151642473,0.0034907789021427,-0.015235665,0.0067759630420362,0.0124418592706898,0.0029529568586635,0.0015077267596612,0.000523896801249,GCA_001313365.1,27.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GCA_001313365.1,27.75,-,-,-,-,-,test
